species,long,short,version,platform,type,folder,bioproject,species2,base,nseq,size,libray,type,model,taxon,coverage,down,dummy,genomesize,host,inref,min_read,plastid,range1,range2,range3,dimred,readsel,bench_ptgaul,bench_pmat,bench_tippo,bench_oatk,ptgaul_ref,mt_ref,random,random_seed,status
Abies_alba-0,ERR9468749,NA,3,PACBIO_SMRT,NA,Abies_alba,PRJEB52007,Abies_alba,7915545092,17324,1903,WGS,GENOMIC,Sequel,Abies alba,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Abies alba,443,443,done
Zea_mays_009-0,ERR3288289,NA,3,PACBIO_SMRT,NA,Zea_mays,PRJNA10769,Zea_mays,12122833804,14930,2915,WGS,GENOMIC,Sequel,Zea mays,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Zea mays,689,689,done
Quercus_tomentella-0,SRR23447377,NA,3,PACBIO_SMRT,NA,Quercus_tomentella,PRJNA934386,Quercus_tomentella,30621722033,16217,18246,WGS,GENOMIC,Sequel II,Quercus tomentella,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Quercus tomentella,305,305,done
Vitis_vinifera_006-0,SRR23692578,NA,3,PACBIO_SMRT,NA,Vitis_vinifera,PRJNA938959,Vitis_vinifera,20987350693,14948,12119,WGS,GENOMIC,Sequel II,Vitis vinifera,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Vitis vinifera,117,117,done
Zea_mays_010-0,ERR14085308,NA,3,PACBIO_SMRT,NA,Zea_mays,PRJEB67812,Zea_mays,166606113395,20721,40044,WGS,GENOMIC,Sequel,Zea mays,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Zea mays,327,327,done
Pisum_sativum_001-0,ERR13482687,NA,3,PACBIO_SMRT,NA,Pisum_sativum,PRJEB78909,Pisum_sativum,28243981413,15406,18821,WGS,GENOMIC,Sequel II,Pisum sativum,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Pisum sativum,539,539,done
Pinus_radiata-0,SRR28518268,NA,3,PACBIO_SMRT,NA,Pinus_radiata,PRJNA1094976,Pinus_radiata,36483038787,12238,8776,WGS,GENOMIC,Sequel,Pinus radiata,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Pinus radiata,115,115,done
Bupleurum_chinense-0,SRR16122634,NA,3,PACBIO_SMRT,NA,Bupleurum_chinense,PRJNA689956,Bupleurum_chinense,417402432850,11148,100447,WGS,GENOMIC,Sequel II,Bupleurum chinense,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Bupleurum chinense,749,749,done
Camellia_gigantocarpa-0,SRR27163355,NA,3,PACBIO_SMRT,NA,Camellia_gigantocarpa,PRJNA1050642,Camellia_gigantocarpa,105368148144,14629,67838,WGS,GENOMIC,Sequel II,Camellia gigantocarpa,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Camellia gigantocarpa,981,981,done
Layia_glandulosa-0,SRR33319748,NA,3,PACBIO_SMRT,NA,Layia_glandulosa,PRJNA1255632,Layia_glandulosa,81185657600,13266,51381,WGS,GENOMIC,Sequel II,Layia glandulosa,1,10,dummy,0,viola,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Layia glandulosa,781,781,done
Carex_pseudochinensis-0,SRR30757341,SRR30757340,1,ONT,NA,Carex_pseudochinensis,NA,Carex_pseudochinensis,NA,NA,NA,WGS,GENOMIC,NA,Carex pseudochinensis,1,10,dummy,0,lab04,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Carex pseudochinensis,239,239,done
Carex_pseudochinensis-1,SRR30757341,SRR30757340,1,ONT,NA,Carex_pseudochinensis,NA,Carex_pseudochinensis,NA,NA,NA,WGS,GENOMIC,NA,Carex pseudochinensis,1,10,dummy,0,lab04,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Carex pseudochinensis,239,239,done
Carex_pseudochinensis-2,SRR30757341,SRR30757340,1,ONT,NA,Carex_pseudochinensis,NA,Carex_pseudochinensis,NA,NA,NA,WGS,GENOMIC,NA,Carex pseudochinensis,1,10,dummy,0,lab04,family,3000,TRUE,1:1:1,0.1:1:10,3000:6000:2,pca,manual,160000,0.1,onthq,30,NA,Carex pseudochinensis,239,239,done
Lolium_perenne-0,SRR13386519,SRR13386518,1,ONT,NA,Lolium_perenne,NA,Lolium_perenne,NA,NA,NA,WGS,GENOMIC,NA,Lolium perenne,1,10,dummy,0,viola,family,3000,TRUE,1:1:2,0.1:1:11,3000:6000:3,pca,manual,160000,0.1,onthq,30,NA,Lolium perenne,347,347,done
Lolium_perenne-1,SRR13386519,SRR13386518,1,ONT,NA,Lolium_perenne,NA,Lolium_perenne,NA,NA,NA,WGS,GENOMIC,NA,Lolium perenne,1,10,dummy,0,viola,family,3000,TRUE,1:1:2,0.1:1:11,3000:6000:3,pca,manual,160000,0.1,onthq,30,NA,Lolium perenne,347,347,done
Lolium_perenne-2,SRR13386519,SRR13386518,1,ONT,NA,Lolium_perenne,NA,Lolium_perenne,NA,NA,NA,WGS,GENOMIC,NA,Lolium perenne,1,10,dummy,0,viola,family,3000,TRUE,1:1:2,0.1:1:11,3000:6000:3,pca,manual,160000,0.1,onthq,30,NA,Lolium perenne,347,347,done
Anthoceros_angustus-0,SRR9696346,SRR9662965,1,ONT,NA,Anthoceros_angustus,NA,Anthoceros_angustus,NA,NA,NA,WGS,GENOMIC,NA,Anthoceros angustus,1,10,dummy,0,lab04,family,3000,TRUE,1:1:3,0.1:1:12,3000:6000:4,pca,manual,160000,0.1,onthq,30,NA,Anthoceros angustus,751,751,done
Anthoceros_angustus-1,SRR9696346,SRR9662965,1,ONT,NA,Anthoceros_angustus,NA,Anthoceros_angustus,NA,NA,NA,WGS,GENOMIC,NA,Anthoceros angustus,1,10,dummy,0,lab04,family,3000,TRUE,1:1:3,0.1:1:12,3000:6000:4,pca,manual,160000,0.1,onthq,30,NA,Anthoceros angustus,751,751,done
Anthoceros_angustus-2,SRR9696346,SRR9662965,1,ONT,NA,Anthoceros_angustus,NA,Anthoceros_angustus,NA,NA,NA,WGS,GENOMIC,NA,Anthoceros angustus,1,10,dummy,0,lab04,family,3000,TRUE,1:1:3,0.1:1:12,3000:6000:4,pca,manual,160000,0.1,onthq,30,NA,Anthoceros angustus,751,751,done
Macadamia_tetraphylla-0,SRR10424548,SRR10424549,1,ONT,NA,Macadamia_tetraphylla,NA,Macadamia_tetraphylla,NA,NA,NA,WGS,GENOMIC,NA,Macadamia tetraphylla,1,10,dummy,0,lab07,family,3000,TRUE,1:1:4,0.1:1:13,3000:6000:5,pca,manual,160000,0.1,onthq,30,NA,Macadamia tetraphylla,849,849,done
Macadamia_tetraphylla-1,SRR10424548,SRR10424549,1,ONT,NA,Macadamia_tetraphylla,NA,Macadamia_tetraphylla,NA,NA,NA,WGS,GENOMIC,NA,Macadamia tetraphylla,1,10,dummy,0,lab07,family,3000,TRUE,1:1:4,0.1:1:13,3000:6000:5,pca,manual,160000,0.1,onthq,30,NA,Macadamia tetraphylla,849,849,done
Macadamia_tetraphylla-2,SRR10424548,SRR10424549,1,ONT,NA,Macadamia_tetraphylla,NA,Macadamia_tetraphylla,NA,NA,NA,WGS,GENOMIC,NA,Macadamia tetraphylla,1,10,dummy,0,lab07,family,3000,TRUE,1:1:4,0.1:1:13,3000:6000:5,pca,manual,160000,0.1,onthq,30,NA,Macadamia tetraphylla,849,849,done
Vigna_radiata-0,SRR12549541,SRR12549533,1,ONT,NA,Vigna_radiata,NA,Vigna_radiata,NA,NA,NA,WGS,GENOMIC,NA,Vigna radiata,1,10,dummy,0,lab02,family,3000,TRUE,1:1:6,0.1:1:15,3000:6000:7,pca,manual,160000,0.1,onthq,30,NA,Vigna radiata,935,935,done
Vigna_radiata-1,SRR12549541,SRR12549533,1,ONT,NA,Vigna_radiata,NA,Vigna_radiata,NA,NA,NA,WGS,GENOMIC,NA,Vigna radiata,1,10,dummy,0,lab02,family,3000,TRUE,1:1:6,0.1:1:15,3000:6000:7,pca,manual,160000,0.1,onthq,30,NA,Vigna radiata,935,935,done
Vigna_radiata-2,SRR12549541,SRR12549533,1,ONT,NA,Vigna_radiata,NA,Vigna_radiata,NA,NA,NA,WGS,GENOMIC,NA,Vigna radiata,1,10,dummy,0,lab02,family,3000,TRUE,1:1:6,0.1:1:15,3000:6000:7,pca,manual,160000,0.1,onthq,30,NA,Vigna radiata,935,935,done
Brassica_rapa-0,ERR6210792,ERR6210790,1,ONT,NA,Brassica_rapa,NA,Brassica_rapa,NA,NA,NA,WGS,GENOMIC,NA,Brassica rapa,1,10,dummy,0,lab01,family,3000,TRUE,1:1:7,0.1:1:16,3000:6000:8,pca,manual,160000,0.1,onthq,30,NA,Brassica rapa,211,211,done
Brassica_rapa-1,ERR6210792,ERR6210790,1,ONT,NA,Brassica_rapa,NA,Brassica_rapa,NA,NA,NA,WGS,GENOMIC,NA,Brassica rapa,1,10,dummy,0,lab01,family,3000,TRUE,1:1:7,0.1:1:16,3000:6000:8,pca,manual,160000,0.1,onthq,30,NA,Brassica rapa,211,211,done
Brassica_rapa-2,ERR6210792,ERR6210790,1,ONT,NA,Brassica_rapa,NA,Brassica_rapa,NA,NA,NA,WGS,GENOMIC,NA,Brassica rapa,1,10,dummy,0,lab01,family,3000,TRUE,1:1:7,0.1:1:16,3000:6000:8,pca,manual,160000,0.1,onthq,30,NA,Brassica rapa,211,211,done
Trifolium_pratense-0,SRR15433794,SRR15433795,1,ONT,NA,Trifolium_pratense,NA,Trifolium_pratense,NA,NA,NA,WGS,GENOMIC,NA,Trifolium pratense,1,10,dummy,0,lab06,family,3000,TRUE,1:1:8,0.1:1:17,3000:6000:9,pca,manual,160000,0.1,onthq,30,NA,Trifolium pratense,583,583,done
Trifolium_pratense-1,SRR15433794,SRR15433795,1,ONT,NA,Trifolium_pratense,NA,Trifolium_pratense,NA,NA,NA,WGS,GENOMIC,NA,Trifolium pratense,1,10,dummy,0,lab06,family,3000,TRUE,1:1:8,0.1:1:17,3000:6000:9,pca,manual,160000,0.1,onthq,30,NA,Trifolium pratense,583,583,done
Trifolium_pratense-2,SRR15433794,SRR15433795,1,ONT,NA,Trifolium_pratense,NA,Trifolium_pratense,NA,NA,NA,WGS,GENOMIC,NA,Trifolium pratense,1,10,dummy,0,lab06,family,3000,TRUE,1:1:8,0.1:1:17,3000:6000:9,pca,manual,160000,0.1,onthq,30,NA,Trifolium pratense,583,583,done
Punica_granatum-0,SRR24893686,SRR24893685,1,ONT,NA,Punica_granatum,NA,Punica_granatum,NA,NA,NA,WGS,GENOMIC,NA,Punica granatum,1,10,dummy,0,jeff,family,3000,TRUE,1:1:10,0.1:1:19,3000:6000:11,pca,manual,160000,0.1,onthq,30,NA,Punica granatum,235,235,done
Punica_granatum-1,SRR24893686,SRR24893685,1,ONT,NA,Punica_granatum,NA,Punica_granatum,NA,NA,NA,WGS,GENOMIC,NA,Punica granatum,1,10,dummy,0,jeff,family,3000,TRUE,1:1:10,0.1:1:19,3000:6000:11,pca,manual,160000,0.1,onthq,30,NA,Punica granatum,235,235,done
Punica_granatum-2,SRR24893686,SRR24893685,1,ONT,NA,Punica_granatum,NA,Punica_granatum,NA,NA,NA,WGS,GENOMIC,NA,Punica granatum,1,10,dummy,0,jeff,family,3000,TRUE,1:1:10,0.1:1:19,3000:6000:11,pca,manual,160000,0.1,onthq,30,NA,Punica granatum,235,235,done
Taraxacum_mongolicum-0,SRR19182970,SRR19182971,1,ONT,NA,Taraxacum_mongolicum,NA,Taraxacum_mongolicum,NA,NA,NA,WGS,GENOMIC,NA,Taraxacum mongolicum,1,10,dummy,0,jeff,family,3000,TRUE,1:1:11,0.1:1:20,3000:6000:12,pca,manual,160000,0.1,onthq,30,NA,Taraxacum mongolicum,363,363,done
Taraxacum_mongolicum-1,SRR19182970,SRR19182971,1,ONT,NA,Taraxacum_mongolicum,NA,Taraxacum_mongolicum,NA,NA,NA,WGS,GENOMIC,NA,Taraxacum mongolicum,1,10,dummy,0,jeff,family,3000,TRUE,1:1:11,0.1:1:20,3000:6000:12,pca,manual,160000,0.1,onthq,30,NA,Taraxacum mongolicum,363,363,done
Taraxacum_mongolicum-2,SRR19182970,SRR19182971,1,ONT,NA,Taraxacum_mongolicum,NA,Taraxacum_mongolicum,NA,NA,NA,WGS,GENOMIC,NA,Taraxacum mongolicum,1,10,dummy,0,jeff,family,3000,TRUE,1:1:11,0.1:1:20,3000:6000:12,pca,manual,160000,0.1,onthq,30,NA,Taraxacum mongolicum,363,363,done
Salix_dunnii-0,SRR12893432,SRR12893433,1,ONT,NA,Salix_dunnii,NA,Salix_dunnii,NA,NA,NA,WGS,GENOMIC,NA,Salix dunnii,1,10,dummy,0,siepel,family,3000,TRUE,1:1:12,0.1:1:21,3000:6000:13,pca,manual,160000,0.1,onthq,30,NA,Salix dunnii,393,393,done
Salix_dunnii-1,SRR12893432,SRR12893433,1,ONT,NA,Salix_dunnii,NA,Salix_dunnii,NA,NA,NA,WGS,GENOMIC,NA,Salix dunnii,1,10,dummy,0,siepel,family,3000,TRUE,1:1:12,0.1:1:21,3000:6000:13,pca,manual,160000,0.1,onthq,30,NA,Salix dunnii,393,393,done
Salix_dunnii-2,SRR12893432,SRR12893433,1,ONT,NA,Salix_dunnii,NA,Salix_dunnii,NA,NA,NA,WGS,GENOMIC,NA,Salix dunnii,1,10,dummy,0,siepel,family,3000,TRUE,1:1:12,0.1:1:21,3000:6000:13,pca,manual,160000,0.1,onthq,30,NA,Salix dunnii,393,393,done
Anthoceros_agrestis-0,SRR10190639,SRR10250248,2,ONT,NA,Anthoceros_agrestis,NA,Anthoceros_agrestis,NA,NA,NA,WGS,GENOMIC,NA,Anthoceros agrestis,1,10,dummy,0,lab01,family,3000,TRUE,1:1:13,0.1:1:22,3000:6000:14,pca,manual,160000,0.1,onthq,30,NA,Anthoceros agrestis,661,661,done
Anthoceros_agrestis-1,SRR10190639,SRR10250248,2,ONT,NA,Anthoceros_agrestis,NA,Anthoceros_agrestis,NA,NA,NA,WGS,GENOMIC,NA,Anthoceros agrestis,1,10,dummy,0,lab01,family,3000,TRUE,1:1:13,0.1:1:22,3000:6000:14,pca,manual,160000,0.1,onthq,30,NA,Anthoceros agrestis,633,633,done
Anthoceros_agrestis-2,SRR10190639,SRR10250248,2,ONT,NA,Anthoceros_agrestis,NA,Anthoceros_agrestis,NA,NA,NA,WGS,GENOMIC,NA,Anthoceros agrestis,1,10,dummy,0,lab01,family,3000,TRUE,1:1:13,0.1:1:22,3000:6000:14,pca,manual,160000,0.1,onthq,30,NA,Anthoceros agrestis,633,633,done
Arabidopsis_thaliana-0,ERR2173373,ERR2173372,2,ONT,NA,Arabidopsis_thaliana,NA,Arabidopsis_thaliana,NA,NA,NA,WGS,GENOMIC,NA,Arabidopsis thaliana,1,0.1,dummy,0,lab03,family,3000,TRUE,1:1:14,0.1:1:23,3000:6000:15,pca,manual,160000,0.1,onthq,30,NA,Arabidopsis thaliana,967,967,done
Arabidopsis_thaliana-1,ERR2173373,ERR2173372,2,ONT,NA,Arabidopsis_thaliana,NA,Arabidopsis_thaliana,NA,NA,NA,WGS,GENOMIC,NA,Arabidopsis thaliana,1,1,dummy,0,lab03,family,3000,TRUE,1:1:14,0.1:1:23,3000:6000:15,pca,manual,160000,0.1,onthq,30,NA,Arabidopsis thaliana,531,531,done
Arabidopsis_thaliana-2,ERR2173373,ERR2173372,2,ONT,NA,Arabidopsis_thaliana,NA,Arabidopsis_thaliana,NA,NA,NA,WGS,GENOMIC,NA,Arabidopsis thaliana,1,1,dummy,0,lab03,family,3000,TRUE,1:1:14,0.1:1:23,3000:6000:15,pca,manual,160000,0.1,onthq,30,NA,Arabidopsis thaliana,531,531,done
Canavalia_ensiformis-0,SRR18714551,SRR18714547,2,ONT,NA,Canavalia_ensiformis,NA,Canavalia_ensiformis,NA,NA,NA,WGS,GENOMIC,NA,Canavalia ensiformis,1,10,dummy,0,lab07,family,3000,TRUE,1:1:15,0.1:1:24,3000:6000:16,pca,manual,160000,0.1,onthq,30,NA,Canavalia ensiformis,485,485,done
Canavalia_ensiformis-1,SRR18714551,SRR18714547,2,ONT,NA,Canavalia_ensiformis,NA,Canavalia_ensiformis,NA,NA,NA,WGS,GENOMIC,NA,Canavalia ensiformis,1,10,dummy,0,lab07,family,3000,TRUE,1:1:15,0.1:1:24,3000:6000:16,pca,manual,160000,0.1,onthq,30,NA,Canavalia ensiformis,673,673,done
Canavalia_ensiformis-2,SRR18714551,SRR18714547,2,ONT,NA,Canavalia_ensiformis,NA,Canavalia_ensiformis,NA,NA,NA,WGS,GENOMIC,NA,Canavalia ensiformis,1,10,dummy,0,lab07,family,3000,TRUE,1:1:15,0.1:1:24,3000:6000:16,pca,manual,160000,0.1,onthq,30,NA,Canavalia ensiformis,673,673,done
Cinchona_pubescens-0,SRR20784020,SRR20784021,2,ONT,NA,Cinchona_pubescens,NA,Cinchona_pubescens,NA,NA,NA,WGS,GENOMIC,NA,Cinchona pubescens,1,10,dummy,0,viola,family,3000,TRUE,1:1:16,0.1:1:25,3000:6000:17,pca,manual,160000,0.1,onthq,30,NA,Cinchona pubescens,175,175,done
Cinchona_pubescens-1,SRR20784020,SRR20784021,2,ONT,NA,Cinchona_pubescens,NA,Cinchona_pubescens,NA,NA,NA,WGS,GENOMIC,NA,Cinchona pubescens,1,10,dummy,0,viola,family,3000,TRUE,1:1:16,0.1:1:25,3000:6000:17,pca,manual,160000,0.1,onthq,30,NA,Cinchona pubescens,361,361,done
Cinchona_pubescens-2,SRR20784020,SRR20784021,2,ONT,NA,Cinchona_pubescens,NA,Cinchona_pubescens,NA,NA,NA,WGS,GENOMIC,NA,Cinchona pubescens,1,10,dummy,0,viola,family,3000,TRUE,1:1:16,0.1:1:25,3000:6000:17,pca,manual,160000,0.1,onthq,30,NA,Cinchona pubescens,361,361,done
Codonopsis_lanceolata-0,SRR11585869,SRR11585868,2,ONT,NA,Codonopsis_lanceolata,NA,Codonopsis_lanceolata,NA,NA,NA,WGS,GENOMIC,NA,Codonopsis lanceolata,1,10,dummy,0,jeff,family,3000,TRUE,1:1:17,0.1:1:26,3000:6000:18,pca,manual,160000,0.1,onthq,30,NA,Codonopsis lanceolata,941,941,done
Codonopsis_lanceolata-1,SRR11585869,SRR11585868,2,ONT,NA,Codonopsis_lanceolata,NA,Codonopsis_lanceolata,NA,NA,NA,WGS,GENOMIC,NA,Codonopsis lanceolata,1,10,dummy,0,jeff,family,3000,TRUE,1:1:17,0.1:1:26,3000:6000:18,pca,manual,160000,0.1,onthq,30,NA,Codonopsis lanceolata,699,699,done
Codonopsis_lanceolata-2,SRR11585869,SRR11585868,2,ONT,NA,Codonopsis_lanceolata,NA,Codonopsis_lanceolata,NA,NA,NA,WGS,GENOMIC,NA,Codonopsis lanceolata,1,10,dummy,0,jeff,family,3000,TRUE,1:1:17,0.1:1:26,3000:6000:18,pca,manual,160000,0.1,onthq,30,NA,Codonopsis lanceolata,699,699,done
Cucumis_sativus_var_hardwickii-0,SRR28091980,SRR28091977,2,ONT,NA,Cucumis_sativus_var_hardwickii,NA,Cucumis_sativus_var_hardwickii,NA,NA,NA,WGS,GENOMIC,NA,Cucumis sativus var hardwickii,1,0.1,dummy,0,lab06,family,3000,TRUE,1:1:18,0.1:1:27,3000:6000:19,pca,manual,160000,0.1,onthq,30,NA,Cucumis sativus var hardwickii,461,461,done
Cucumis_sativus_var_hardwickii-1,SRR28091980,SRR28091977,2,ONT,NA,Cucumis_sativus_var_hardwickii,NA,Cucumis_sativus_var_hardwickii,NA,NA,NA,WGS,GENOMIC,NA,Cucumis sativus var hardwickii,1,1,dummy,0,lab06,family,3000,TRUE,1:1:18,0.1:1:27,3000:6000:19,pca,manual,160000,0.1,onthq,30,NA,Cucumis sativus var hardwickii,567,567,done
Cucumis_sativus_var_hardwickii-2,SRR28091980,SRR28091977,2,ONT,NA,Cucumis_sativus_var_hardwickii,NA,Cucumis_sativus_var_hardwickii,NA,NA,NA,WGS,GENOMIC,NA,Cucumis sativus var hardwickii,1,1,dummy,0,lab06,family,3000,TRUE,1:1:18,0.1:1:27,3000:6000:19,pca,manual,160000,0.1,onthq,30,NA,Cucumis sativus var hardwickii,567,567,done
Dioscorea_japonica-0,SRR16108312,SRR16108386,2,ONT,NA,Dioscorea_japonica,NA,Dioscorea_japonica,NA,NA,NA,WGS,GENOMIC,NA,Dioscorea japonica,1,10,dummy,0,viola,family,3000,TRUE,1:1:19,0.1:1:28,3000:6000:20,pca,manual,160000,0.1,onthq,30,NA,Dioscorea japonica,513,513,done
Dunaliella_tertiolecta-0,SRR22857204,SRR22857205,2,ONT,NA,Dunaliella_tertiolecta,NA,Dunaliella_tertiolecta,NA,NA,NA,WGS,GENOMIC,NA,Dunaliella tertiolecta,1,10,dummy,0,lab04,family,3000,TRUE,1:1:20,0.1:1:29,3000:6000:21,pca,manual,160000,0.1,onthq,30,NA,Dunaliella tertiolecta,621,621,done
Dunaliella_tertiolecta-1,SRR22857204,SRR22857205,2,ONT,NA,Dunaliella_tertiolecta,NA,Dunaliella_tertiolecta,NA,NA,NA,WGS,GENOMIC,NA,Dunaliella tertiolecta,1,10,dummy,0,lab04,family,3000,TRUE,1:1:20,0.1:1:29,3000:6000:21,pca,manual,160000,0.1,onthq,30,NA,Dunaliella tertiolecta,351,351,done
Dunaliella_tertiolecta-2,SRR22857204,SRR22857205,2,ONT,NA,Dunaliella_tertiolecta,NA,Dunaliella_tertiolecta,NA,NA,NA,WGS,GENOMIC,NA,Dunaliella tertiolecta,1,10,dummy,0,lab04,family,3000,TRUE,1:1:20,0.1:1:29,3000:6000:21,pca,manual,160000,0.1,onthq,30,NA,Dunaliella tertiolecta,351,351,done
Eucalyptus_pauciflora-0,SRR7153095,SRR7161123,2,ONT,NA,Eucalyptus_pauciflora,NA,Eucalyptus_pauciflora,NA,NA,NA,WGS,GENOMIC,NA,Eucalyptus pauciflora,1,10,dummy,0,lab05,family,3000,TRUE,1:1:21,0.1:1:30,3000:6000:22,pca,manual,160000,0.1,onthq,30,NA,Eucalyptus pauciflora,505,505,done
Eucalyptus_pauciflora-1,SRR7153095,SRR7161123,2,ONT,NA,Eucalyptus_pauciflora,NA,Eucalyptus_pauciflora,NA,NA,NA,WGS,GENOMIC,NA,Eucalyptus pauciflora,1,10,dummy,0,lab05,family,3000,TRUE,1:1:21,0.1:1:30,3000:6000:22,pca,manual,160000,0.1,onthq,30,NA,Eucalyptus pauciflora,505,505,done
Eucalyptus_pauciflora-2,SRR7153095,SRR7161123,2,ONT,NA,Eucalyptus_pauciflora,NA,Eucalyptus_pauciflora,NA,NA,NA,WGS,GENOMIC,NA,Eucalyptus pauciflora,1,10,dummy,0,lab05,family,3000,TRUE,1:1:21,0.1:1:30,3000:6000:22,pca,manual,160000,0.1,onthq,30,NA,Eucalyptus pauciflora,505,505,done
Euonymus_alatus-0,SRR16133411,SRR16122871,2,ONT,NA,Euonymus_alatus,NA,Euonymus_alatus,NA,NA,NA,WGS,GENOMIC,NA,Euonymus alatus,1,10,dummy,0,siepel,family,3000,TRUE,1:1:22,0.1:1:31,3000:6000:23,pca,manual,160000,0.1,onthq,30,NA,Euonymus alatus,869,869,done
Euonymus_alatus-1,SRR16133411,SRR16122871,2,ONT,NA,Euonymus_alatus,NA,Euonymus_alatus,NA,NA,NA,WGS,GENOMIC,NA,Euonymus alatus,1,10,dummy,0,siepel,family,3000,TRUE,1:1:22,0.1:1:31,3000:6000:23,pca,manual,160000,0.1,onthq,30,NA,Euonymus alatus,909,909,done
Euonymus_alatus-2,SRR16133411,SRR16122871,2,ONT,NA,Euonymus_alatus,NA,Euonymus_alatus,NA,NA,NA,WGS,GENOMIC,NA,Euonymus alatus,1,10,dummy,0,siepel,family,3000,TRUE,1:1:22,0.1:1:31,3000:6000:23,pca,manual,160000,0.1,onthq,30,NA,Euonymus alatus,909,909,done
Gossypium_herbaceum-0,SRR17224483,SRR17211914,2,ONT,NA,Gossypium_herbaceum,NA,Gossypium_herbaceum,NA,NA,NA,WGS,GENOMIC,NA,Gossypium herbaceum,1,10,dummy,0,lab06,family,3000,TRUE,1:1:23,0.1:1:32,3000:6000:24,umap,manual,160000,0.1,onthq,30,NA,Gossypium herbaceum,945,945,done
Gossypium_herbaceum-1,SRR17224483,SRR17211914,2,ONT,NA,Gossypium_herbaceum,NA,Gossypium_herbaceum,NA,NA,NA,WGS,GENOMIC,NA,Gossypium herbaceum,1,10,dummy,0,lab06,family,3000,TRUE,1:1:23,0.1:1:32,3000:6000:24,umap,manual,160000,0.1,onthq,30,NA,Gossypium herbaceum,925,925,done
Gossypium_herbaceum-2,SRR17224483,SRR17211914,2,ONT,NA,Gossypium_herbaceum,NA,Gossypium_herbaceum,NA,NA,NA,WGS,GENOMIC,NA,Gossypium herbaceum,1,10,dummy,0,lab06,family,3000,TRUE,1:1:23,0.1:1:32,3000:6000:24,umap,manual,160000,0.1,onthq,30,NA,Gossypium herbaceum,925,925,done
Juncus_effusus-0,SRR14298760,SRR14298746,2,ONT,NA,Juncus_effusus,NA,Juncus_effusus,NA,NA,NA,WGS,GENOMIC,NA,Juncus effusus,1,10,dummy,0,jeff,family,3000,TRUE,1:1:24,0.1:1:33,3000:6000:25,pca,manual,160000,0.1,onthq,30,NA,Juncus effusus,173,173,done
Juncus_effusus-1,SRR14298760,SRR14298746,2,ONT,NA,Juncus_effusus,NA,Juncus_effusus,NA,NA,NA,WGS,GENOMIC,NA,Juncus effusus,1,10,dummy,0,jeff,family,3000,TRUE,1:1:24,0.1:1:33,3000:6000:25,pca,manual,160000,0.1,onthq,30,NA,Juncus effusus,191,191,done
Juncus_effusus-2,SRR14298760,SRR14298746,2,ONT,NA,Juncus_effusus,NA,Juncus_effusus,NA,NA,NA,WGS,GENOMIC,NA,Juncus effusus,1,10,dummy,0,jeff,family,3000,TRUE,1:1:24,0.1:1:33,3000:6000:25,pca,manual,160000,0.1,onthq,30,NA,Juncus effusus,191,191,done
Juncus_inflexus-0,SRR14298751,SRR14298745,2,ONT,NA,Juncus_inflexus,NA,Juncus_inflexus,NA,NA,NA,WGS,GENOMIC,NA,Juncus inflexus,1,10,dummy,0,viola,family,3000,TRUE,1:1:25,0.1:1:34,3000:6000:26,pca,manual,160000,0.1,onthq,30,NA,Juncus inflexus,375,375,done
Juncus_roemerianus-0,SRR21976090,SRR21976092,2,ONT,NA,Juncus_roemerianus,NA,Juncus_roemerianus,NA,NA,NA,WGS,GENOMIC,NA,Juncus roemerianus,1,10,dummy,0,viola,family,3000,TRUE,1:1:26,0.1:1:35,3000:6000:27,pca,manual,160000,0.1,onthq,30,NA,Juncus roemerianus,555,555,done
